epoch;loss
0;1.8765696287155151
1;0.32059597969055176
2;0.1194985955953598
3;0.08187530934810638
4;0.05314179137349129
5;0.04531440883874893
6;0.041877225041389465
7;0.03965916112065315
8;0.04106356203556061
9;0.03603793680667877
10;0.03253227844834328
11;0.03269978240132332
12;0.026931025087833405
13;0.02832646109163761
14;0.025808168575167656
15;0.02095550298690796
16;0.02088710106909275
17;0.021871225908398628
18;0.02125956304371357
19;0.023533158004283905
20;0.021882399916648865
21;0.01856614090502262
22;0.016686435788869858
23;0.017722591757774353
24;0.017636725679039955
25;0.01687878742814064
26;0.015534796752035618
27;0.014673704281449318
28;0.014225929044187069
29;0.01476061251014471
30;0.014182033017277718
31;0.013288674876093864
32;0.013524924404919147
33;0.012313418090343475
34;0.014709333889186382
35;0.015452972613275051
36;0.01296155247837305
37;0.01345460768789053
38;0.013499599881470203
39;0.012794471345841885
40;0.011725999414920807
41;0.011766307055950165
42;0.01183378603309393
43;0.011945885606110096
44;0.012637417763471603
45;0.010934005491435528
46;0.011429421603679657
47;0.01084990706294775
48;0.01214789692312479
49;0.011653781868517399
50;0.012288806959986687
51;0.01187240332365036
52;0.012429139576852322
53;0.012301946990191936
54;0.012016077525913715
55;0.0115501768887043
56;0.010277263820171356
57;0.010164954699575901
58;0.010607308708131313
59;0.011439948342740536
60;0.010025259107351303
61;0.009553217329084873
62;0.01065922249108553
63;0.00978689081966877
64;0.010613876394927502
65;0.010947074741125107
66;0.012085633352398872
67;0.011281859129667282
68;0.010200278833508492
69;0.009892010129988194
70;0.009310505352914333
71;0.009525620378553867
72;0.009903055615723133
73;0.010272350162267685
74;0.009542882442474365
75;0.008974084630608559
76;0.009801383130252361
77;0.009838985279202461
78;0.009600959718227386
79;0.009036455303430557
80;0.008917523548007011
81;0.008988805115222931
82;0.009021427482366562
83;0.009508510120213032
84;0.009202436544001102
85;0.011094187386333942
86;0.010610436089336872
87;0.00962049514055252
88;0.0106618357822299
89;0.009988726116716862
90;0.00927057396620512
91;0.008890951983630657
92;0.010128084570169449
93;0.009678121656179428
94;0.00949984323233366
95;0.010154200717806816
96;0.008526753634214401
97;0.009974568150937557
98;0.009001493453979492
99;0.008536138571798801
100;0.00873480923473835
101;0.008530535735189915
102;0.008557711727917194
103;0.008619104512035847
104;0.008569549769163132
105;0.008274237625300884
106;0.010283397510647774
107;0.008919180370867252
108;0.009238805621862411
109;0.008895348757505417
110;0.009212584234774113
111;0.009207653813064098
112;0.008996660821139812
113;0.008190944790840149
114;0.00921160914003849
115;0.009066902101039886
116;0.00903652235865593
117;0.008335236459970474
118;0.008426369167864323
119;0.00812583602964878
120;0.00848791841417551
121;0.008358292281627655
122;0.007861295714974403
123;0.007832430303096771
124;0.007619029376655817
125;0.00828476157039404
126;0.007865218445658684
127;0.007946844212710857
128;0.007834367454051971
129;0.007952488958835602
130;0.008006355725228786
131;0.007506753783673048
132;0.007315751630812883
133;0.007763371337205172
134;0.008771475404500961
135;0.007939030416309834
136;0.008396768942475319
137;0.008012196980416775
138;0.007881336845457554
139;0.007494470104575157
140;0.007917641662061214
141;0.007445221766829491
142;0.007512383628636599
143;0.008352663367986679
144;0.008581205271184444
145;0.007750824559479952
146;0.0068083349615335464
147;0.007711114827543497
148;0.007263492327183485
149;0.007843654602766037
150;0.008142871782183647
151;0.007926065474748611
152;0.007656814996153116
153;0.007489969488233328
154;0.006929680705070496
155;0.007372500840574503
156;0.0069919368252158165
157;0.006890100426971912
158;0.00664098747074604
159;0.007468875963240862
160;0.007262749131768942
161;0.0067970058880746365
162;0.006546138785779476
163;0.006969005800783634
164;0.00708009721711278
