epoch;cosine_similarity;loss;root_mean_squared_error
0;0.5973502993583679;0.7241071462631226;0.8509448766708374
1;0.8623983263969421;0.1429746001958847;0.3781198263168335
2;0.909863293170929;0.10868272185325623;0.32967063784599304
3;0.9141058921813965;0.07145419716835022;0.26730915904045105
4;0.9514864683151245;0.04367266595363617;0.20898008346557617
5;0.9611453413963318;0.038427311927080154;0.19602885842323303
6;0.9654271006584167;0.03135773167014122;0.1770811229944229
7;0.9659885168075562;0.030472012236714363;0.17456234991550446
8;0.973042905330658;0.025796281173825264;0.16061219573020935
9;0.9749736785888672;0.02558070234954357;0.15993967652320862
10;0.9700573086738586;0.026248380541801453;0.16201353073120117
11;0.976033091545105;0.02495408058166504;0.15796859562397003
12;0.9737861752510071;0.025764357298612595;0.1605127900838852
13;0.9720568060874939;0.025476330891251564;0.15961304306983948
14;0.9783677458763123;0.020524557679891586;0.14326395094394684
15;0.9788021445274353;0.020939098671078682;0.1447034776210785
16;0.9755910634994507;0.02255571074783802;0.15018557012081146
17;0.9811426997184753;0.018639497458934784;0.13652652502059937
18;0.9823107123374939;0.016446998342871666;0.12824584543704987
19;0.9800954461097717;0.016862649470567703;0.12985625863075256
20;0.9825857281684875;0.014651020057499409;0.12104140222072601
21;0.9824615716934204;0.016865398734807968;0.1298668533563614
22;0.9803302884101868;0.01908605732023716;0.13815228641033173
23;0.9807552099227905;0.016211392357945442;0.1273239701986313
24;0.9837057590484619;0.014209742657840252;0.11920462548732758
25;0.9825451374053955;0.014182263053953648;0.11908930540084839
26;0.9837527871131897;0.014069445431232452;0.11861469596624374
27;0.9839996695518494;0.013929741457104683;0.1180243268609047
28;0.9836671948432922;0.01415282767266035;0.11896565556526184
29;0.9843681454658508;0.01389714889228344;0.11788616329431534
30;0.9839505553245544;0.014076023362576962;0.1186424121260643
31;0.9852769374847412;0.01255130860954523;0.11203262209892273
32;0.9847530126571655;0.013025926426053047;0.11413118243217468
33;0.9856017827987671;0.012100614607334137;0.1100027933716774
34;0.9847193956375122;0.012371866032481194;0.11122889071702957
35;0.9850804209709167;0.012724588625133038;0.11280331760644913
36;0.9841374754905701;0.012517939321696758;0.11188360303640366
37;0.9849573969841003;0.011903773061931133;0.10910440981388092
38;0.9858863353729248;0.01172151044011116;0.10826592147350311
39;0.9851590394973755;0.012073846533894539;0.10988105833530426
40;0.9862766265869141;0.011394725181162357;0.10674607753753662
41;0.9857068657875061;0.011740664020180702;0.108354352414608
42;0.9837060570716858;0.012625831179320812;0.11236470937728882
43;0.9849487543106079;0.01187998615205288;0.10899534076452255
44;0.9867809414863586;0.011130021885037422;0.10549891740083694
45;0.9865978360176086;0.01078671496361494;0.10385911166667938
46;0.987102210521698;0.01076841726899147;0.10377098619937897
47;0.9853286743164062;0.011821991764008999;0.10872898250818253
48;0.9869436025619507;0.010817083530128002;0.10400520265102386
49;0.9863599538803101;0.011509728617966175;0.10728339850902557
50;0.9868790507316589;0.010673223994672298;0.10331130027770996
51;0.9861676096916199;0.011172355152666569;0.10569936037063599
52;0.9853648543357849;0.01159330178052187;0.10767219960689545
53;0.9866189360618591;0.011010629124939442;0.10493154078722
54;0.9871969819068909;0.010380560532212257;0.10188502818346024
55;0.9860844016075134;0.010997581295669079;0.10486935079097748
56;0.9880196452140808;0.009723171591758728;0.09860614687204361
57;0.987490713596344;0.010154969990253448;0.10077186673879623
58;0.9869653582572937;0.010506088845431805;0.10249921679496765
59;0.9862374067306519;0.010544061660766602;0.10268428176641464
60;0.9848085641860962;0.011311741545796394;0.1063566729426384
61;0.9865367412567139;0.010418358258903027;0.10207036137580872
62;0.9866702556610107;0.010564344003796577;0.10278300195932388
63;0.9871191382408142;0.010309132747352123;0.10153389722108841
64;0.98675537109375;0.010627993382513523;0.10309215635061264
65;0.9871608018875122;0.01026326697319746;0.10130777955055237
66;0.9875943660736084;0.010190825909376144;0.10094961524009705
67;0.986185610294342;0.010720520280301571;0.10353994369506836
68;0.9872514605522156;0.010063049383461475;0.10031475871801376
69;0.9865856766700745;0.01042164396494627;0.10208645462989807
70;0.9875191450119019;0.00980211328715086;0.09900562465190887
71;0.986784040927887;0.0102247204631567;0.101117342710495
72;0.9878572225570679;0.009512498043477535;0.09753202646970749
73;0.9874248504638672;0.009933166205883026;0.09966526925563812
74;0.9869259595870972;0.010158398188650608;0.10078888386487961
75;0.985999584197998;0.010749878361821175;0.10368161648511887
76;0.9859762787818909;0.01137157529592514;0.10663758218288422
77;0.9872175455093384;0.01044985931366682;0.10222455859184265
78;0.9866434931755066;0.010465174913406372;0.10229944437742233
79;0.9874837398529053;0.009881415404379368;0.09940531104803085
80;0.9874743819236755;0.009826057590544224;0.09912647306919098
81;0.9875034093856812;0.009936357848346233;0.09968128055334091
82;0.9879521131515503;0.00956783164292574;0.09781529754400253
83;0.987301766872406;0.010045514442026615;0.10022731870412827
84;0.9878092408180237;0.009840287268161774;0.09919822961091995
85;0.9880451560020447;0.009513621218502522;0.09753778576850891
86;0.9878880381584167;0.009611403569579124;0.09803776443004608
87;0.9882569313049316;0.009292577393352985;0.0963980108499527
88;0.987540602684021;0.01003376953303814;0.10016869753599167
89;0.9876695871353149;0.009866183623671532;0.0993286594748497
90;0.9879470467567444;0.009815730154514313;0.0990743637084961
91;0.9878421425819397;0.009745641611516476;0.098720021545887
92;0.988700270652771;0.009165419265627861;0.09573619067668915
93;0.9874680638313293;0.009753971360623837;0.09876219928264618
94;0.9890332818031311;0.009043792262673378;0.09509886056184769
95;0.9887107610702515;0.009365316480398178;0.09677456319332123
96;0.9872502088546753;0.009938015602529049;0.09968959540128708
97;0.9886230230331421;0.00931497011333704;0.09651409089565277
98;0.9876249432563782;0.009953961707651615;0.09976954013109207
99;0.9878015518188477;0.00982978567481041;0.09914526343345642
100;0.9886406064033508;0.009181072004139423;0.09581790119409561
101;0.9879060387611389;0.009512781165540218;0.09753347933292389
102;0.9879066944122314;0.009498687461018562;0.09746120870113373
103;0.9876466989517212;0.009750144556164742;0.09874282777309418
104;0.9892251491546631;0.00882404949516058;0.09393640607595444
105;0.9895119071006775;0.008758657611906528;0.09358770400285721
106;0.989500105381012;0.00865101907402277;0.09301085770130157
107;0.9889151453971863;0.00929572619497776;0.09641434997320175
108;0.9895401000976562;0.008608049713075161;0.09277957677841187
109;0.9865255951881409;0.010140689089894295;0.1007009893655777
110;0.9881306886672974;0.009354227222502232;0.09671724587678909
111;0.9876273274421692;0.00964585691690445;0.0982133224606514
112;0.9879467487335205;0.009337266907095909;0.0966295376420021
113;0.9875218272209167;0.009725980460643768;0.09862038493156433
114;0.988669216632843;0.009301419369876385;0.09644386917352676
115;0.9890502095222473;0.008928025141358376;0.0944882333278656
116;0.9882370233535767;0.009229855611920357;0.09607213735580444
117;0.989108145236969;0.008786615915596485;0.09373695403337479
118;0.9886085987091064;0.009186823852360249;0.09584791958332062
119;0.9882305860519409;0.009312061592936516;0.09649902582168579
120;0.9894235730171204;0.008645140565931797;0.09297925233840942
121;0.9882336854934692;0.009367338381707668;0.09678500890731812
122;0.9887856841087341;0.008844222873449326;0.09404373168945312
123;0.9889248013496399;0.008977584540843964;0.09475011378526688
124;0.9893125295639038;0.008532109670341015;0.09236941486597061
125;0.9885755181312561;0.009157915599644184;0.09569700062274933
126;0.9893254637718201;0.008645687252283096;0.09298218041658401
127;0.9888076782226562;0.008818050846457481;0.09390448033809662
128;0.9889352917671204;0.008687632158398628;0.0932074636220932
129;0.9893729090690613;0.008485895581543446;0.09211892634630203
130;0.9899177551269531;0.008190146647393703;0.09049942344427109
131;0.9892813563346863;0.008669251576066017;0.09310880303382874
132;0.9906219840049744;0.0077252876944839954;0.08789361268281937
133;0.9897668957710266;0.00829565990716219;0.09108051657676697
134;0.9898291826248169;0.008413774892687798;0.0917266309261322
135;0.9895303249359131;0.008347680792212486;0.09136564284563065
136;0.9895370602607727;0.008368732407689095;0.0914807841181755
137;0.9900963306427002;0.008077803067862988;0.08987659215927124
138;0.9896668791770935;0.008305234834551811;0.09113306552171707
139;0.9895009994506836;0.008397223427891731;0.09163635224103928
140;0.9893329739570618;0.00858929380774498;0.09267844259738922
141;0.9896008968353271;0.008265691809356213;0.09091585874557495
142;0.9904062151908875;0.008047962561249733;0.08971043676137924
143;0.9902509450912476;0.008195307105779648;0.09052792936563492
144;0.9903118014335632;0.007939384318888187;0.08910322934389114
145;0.989094614982605;0.008573184721171856;0.09259149432182312
146;0.9899208545684814;0.008120381273329258;0.09011315554380417
147;0.9899968504905701;0.008026807568967342;0.08959245681762695
148;0.9897919297218323;0.008329357951879501;0.09126530587673187
149;0.9894835352897644;0.00848400592803955;0.09210865944623947
150;0.989540696144104;0.008340426720678806;0.09132593870162964
151;0.9903408288955688;0.008108549751341343;0.09004749357700348
152;0.990498960018158;0.008053107187151909;0.0897391065955162
153;0.9903904795646667;0.007968289777636528;0.08926527202129364
154;0.9894578456878662;0.008387374691665173;0.09158261865377426
155;0.9890975952148438;0.00890966597944498;0.09439102560281754
156;0.9897503852844238;0.008293253369629383;0.09106730669736862
157;0.9903683066368103;0.008150232024490833;0.09027864038944244
158;0.9898340106010437;0.008305969648063183;0.09113708883523941
159;0.9900762438774109;0.007827353663742542;0.08847232162952423
160;0.9898021817207336;0.008193215355277061;0.09051638096570969
161;0.9909409880638123;0.007496837992221117;0.08658429235219955
162;0.9907496571540833;0.007632882334291935;0.08736637234687805
163;0.9894143342971802;0.008369033224880695;0.09148240834474564
164;0.990023136138916;0.007763226516544819;0.08810917288064957
165;0.9905049800872803;0.007741757668554783;0.0879872590303421
166;0.9908823370933533;0.007532675750553608;0.08679098635911942
167;0.9915050864219666;0.007236328907310963;0.08506661653518677
168;0.9906332492828369;0.007602502126246691;0.08719232678413391
169;0.9909346699714661;0.0076069217175245285;0.08721766620874405
170;0.9901897311210632;0.00810212828218937;0.09001182019710541
171;0.990641176700592;0.007764722220599651;0.08811766654253006
172;0.9899099469184875;0.008292839862406254;0.09106502681970596
173;0.9914627075195312;0.007106639910489321;0.08430088311433792
174;0.9902696013450623;0.007869040593504906;0.08870761096477509
175;0.9911038875579834;0.007331873755902052;0.08562636375427246
176;0.988818883895874;0.008844313211739063;0.09404421597719193
177;0.9900128245353699;0.008198341354727745;0.0905446857213974
178;0.9905532598495483;0.007824728265404701;0.08845749497413635
179;0.9904369711875916;0.007761574815958738;0.08809980005025864
180;0.9897028207778931;0.008328897878527641;0.09126278758049011
181;0.9910462498664856;0.007347870618104935;0.08571971207857132
182;0.9912985563278198;0.007325323764234781;0.08558809757232666
183;0.9908698797225952;0.007666044402867556;0.08755595237016678
184;0.9906118512153625;0.007518989033997059;0.08671209961175919
185;0.9899401068687439;0.007886693812906742;0.08880706131458282
186;0.9914103150367737;0.00717127462849021;0.0846833810210228
187;0.991615891456604;0.006966706365346909;0.0834667980670929
188;0.9917406439781189;0.006921761203557253;0.08319712430238724
189;0.9911623001098633;0.007084737531840801;0.0841708779335022
190;0.9913461804389954;0.007242429070174694;0.08510246127843857
191;0.9915317296981812;0.007059890311211348;0.0840231403708458
192;0.9918089509010315;0.007067607715725899;0.08406906574964523
193;0.9916900396347046;0.007049930281937122;0.08396385610103607
194;0.9900703430175781;0.007940365932881832;0.08910873532295227
195;0.9899843335151672;0.008009062148630619;0.08949336409568787
196;0.9917159080505371;0.006844349205493927;0.08273057639598846
197;0.990623414516449;0.007680389564484358;0.08763782680034637
198;0.9912906885147095;0.007113850209861994;0.08434364199638367
199;0.9919137954711914;0.006833640392869711;0.08266584575176239
200;0.9911580681800842;0.0074264840222895145;0.0861770436167717
201;0.9906859397888184;0.007511372212320566;0.08666816353797913
202;0.9907597899436951;0.0073708174750208855;0.0858534574508667
203;0.989766001701355;0.00798158347606659;0.0893397107720375
204;0.991141140460968;0.0071912785060703754;0.08480139821767807
205;0.990577757358551;0.007708475925028324;0.08779792487621307
206;0.9915317296981812;0.007094860076904297;0.08423098176717758
207;0.991210401058197;0.007329467684030533;0.08561231195926666
208;0.9921819567680359;0.006683790124952793;0.08175445348024368
209;0.9920295476913452;0.006693840492516756;0.08181589096784592
210;0.990610659122467;0.007482212968170643;0.08649978786706924
211;0.9922009110450745;0.0067291343584656715;0.08203130215406418
212;0.9921056628227234;0.0066942195408046246;0.08181820809841156
213;0.9917646646499634;0.0068236226215958595;0.08260521292686462
214;0.9914892315864563;0.0069836522452533245;0.08356824517250061
215;0.9916220307350159;0.006968608126044273;0.08347819000482559
216;0.9929083585739136;0.006207121070474386;0.07878528535366058
217;0.9922615885734558;0.0065009924583137035;0.08062873780727386
218;0.9919125437736511;0.006670521572232246;0.08167325705289841
219;0.9927970767021179;0.00623729545623064;0.07897655665874481
220;0.9912216663360596;0.007216163910925388;0.08494800329208374
221;0.9925429224967957;0.006484117824584246;0.0805240124464035
222;0.9913851618766785;0.007232694420963526;0.0850452408194542
223;0.9927008152008057;0.006488541141152382;0.08055147528648376
224;0.9914767146110535;0.007150494493544102;0.08456059545278549
225;0.9922428727149963;0.0065110656432807446;0.08069117367267609
226;0.9925822019577026;0.006263012532144785;0.07913919538259506
227;0.9925724267959595;0.0062784007750451565;0.07923635840415955
228;0.9926922917366028;0.006060516927391291;0.07784932106733322
229;0.9924364686012268;0.006353921722620726;0.07971148192882538
230;0.9932589530944824;0.005893391091376543;0.0767684280872345
231;0.9921188354492188;0.006535504944622517;0.08084247261285782
232;0.9922975897789001;0.006495019420981407;0.08059168606996536
233;0.9912675619125366;0.006934496108442545;0.08327362686395645
234;0.9912340641021729;0.006998787634074688;0.08365874737501144
235;0.9917715191841125;0.0066907391883432865;0.08179694414138794
236;0.992097020149231;0.006653847638517618;0.08157111704349518
237;0.9922055006027222;0.006593072321265936;0.08119773119688034
238;0.9914382696151733;0.006926325615495443;0.08322454988956451
239;0.9915087223052979;0.006908281706273556;0.0831160694360733
240;0.9923919439315796;0.006342593114823103;0.07964039593935013
241;0.9925971031188965;0.006325481925159693;0.07953289896249771
242;0.9927374720573425;0.006290441378951073;0.07931230217218399
243;0.9922598004341125;0.006532541010528803;0.08082413673400879
244;0.9919368028640747;0.00687374547123909;0.08290805667638779
245;0.9919464588165283;0.006623555440455675;0.08138523250818253
246;0.99254310131073;0.0064025865867733955;0.08001616597175598
247;0.9917910099029541;0.006703322287648916;0.0818738117814064
248;0.9929404854774475;0.005986299831420183;0.07737116515636444
249;0.9931527972221375;0.005858383607119322;0.07654007524251938
250;0.9932174682617188;0.005819046404212713;0.07628267258405685
251;0.9926958084106445;0.006165884900838137;0.07852314412593842
252;0.9932808876037598;0.005902920849621296;0.07683046907186508
253;0.9928296804428101;0.006065518129616976;0.07788143306970596
254;0.9934422373771667;0.00565073499456048;0.07517136633396149
255;0.992932140827179;0.00592347327619791;0.07696410268545151
256;0.9923248887062073;0.006496252957731485;0.0805993378162384
257;0.9928595423698425;0.0060030450113117695;0.07747931778430939
258;0.9933740496635437;0.005851957015693188;0.07649808377027512
259;0.9929482936859131;0.00606684572994709;0.07788995653390884
260;0.9923455715179443;0.0062490589916706085;0.07905098050832748
261;0.9925534129142761;0.006166881415992975;0.078529492020607
262;0.9923367500305176;0.006340425461530685;0.07962679117918015
263;0.9928498864173889;0.006063481792807579;0.07786836475133896
264;0.9929449558258057;0.006066449917852879;0.07788741588592529
265;0.9932745695114136;0.005871863104403019;0.07662808150053024
266;0.9926854372024536;0.006154060363769531;0.07844781130552292
267;0.9936782717704773;0.005578411277383566;0.07468876242637634
268;0.9926490187644958;0.006030374672263861;0.07765547931194305
269;0.9922487735748291;0.006197043694555759;0.0787212997674942
270;0.9934298396110535;0.0056546153500676155;0.07519716769456863
271;0.9937125444412231;0.005448404233902693;0.0738133043050766
272;0.9932172894477844;0.005708110518753529;0.07555203884840012
273;0.9931437373161316;0.005724186077713966;0.07565835118293762
274;0.9935835003852844;0.005529759917408228;0.07436235249042511
275;0.9930161833763123;0.0058309040032327175;0.07636035978794098
276;0.9938904643058777;0.005312642082571983;0.07288786768913269
277;0.9929539561271667;0.005927794147282839;0.07699216902256012
278;0.9936279058456421;0.00540121179074049;0.07349293678998947
279;0.99369215965271;0.00550622446462512;0.07420393824577332
280;0.9932996034622192;0.005630175117403269;0.0750344917178154
281;0.9933138489723206;0.005721342749893665;0.07563956081867218
282;0.9932115077972412;0.005651459097862244;0.0751761868596077
283;0.9930254817008972;0.005794266704469919;0.07612007856369019
284;0.9927263259887695;0.00599924148991704;0.07745477557182312
285;0.9933730959892273;0.005564236547797918;0.07459380477666855
286;0.9937098622322083;0.005482199136167765;0.07404187321662903
287;0.9934850931167603;0.00555237615481019;0.07451426237821579
