epoch;loss
0;1.922729730606079
1;0.2717244327068329
2;0.1391829252243042
3;0.08772012591362
4;0.08082686364650726
5;0.0582411028444767
6;0.050111010670661926
7;0.0542253740131855
8;0.05499400570988655
9;0.04404561221599579
10;0.04259052500128746
11;0.051779523491859436
12;0.04268133267760277
13;0.03645739331841469
14;0.03287990391254425
15;0.03007783554494381
16;0.03141217678785324
17;0.028554189950227737
18;0.02269822731614113
19;0.023469945415854454
20;0.02645901031792164
21;0.02359793893992901
22;0.020731555297970772
23;0.019140910357236862
24;0.018146825954318047
25;0.017711443826556206
26;0.016067132353782654
27;0.01598522998392582
28;0.01780492253601551
29;0.01564527489244938
30;0.015398530289530754
31;0.015933798626065254
32;0.014502358622848988
33;0.014704245142638683
34;0.014558444730937481
35;0.013539395295083523
36;0.014627230353653431
37;0.014034694992005825
38;0.013471121899783611
39;0.013300055637955666
40;0.012753631919622421
41;0.012674165889620781
42;0.011936260387301445
43;0.013570059090852737
44;0.01123004499822855
45;0.011571181006729603
46;0.011930374428629875
47;0.011697320267558098
48;0.011282695457339287
49;0.011502320878207684
50;0.01169286947697401
51;0.011157415807247162
52;0.011245024390518665
53;0.011849735863506794
54;0.010189582593739033
55;0.010452828370034695
56;0.009908711537718773
57;0.01021241769194603
58;0.010228282772004604
59;0.01111927255988121
60;0.012147052213549614
61;0.010791338048875332
62;0.009803440421819687
63;0.009609239175915718
64;0.01012383308261633
65;0.010371034033596516
66;0.009936833754181862
67;0.009996475651860237
68;0.010133041068911552
69;0.010711719281971455
70;0.009862289763987064
71;0.009868555702269077
72;0.009815843775868416
73;0.009557442739605904
74;0.010170497000217438
75;0.01012803241610527
76;0.009776024147868156
77;0.010708454996347427
78;0.01040664967149496
79;0.009444665163755417
80;0.009690356440842152
81;0.009418762288987637
82;0.009432189166545868
83;0.009039808064699173
84;0.00949181243777275
85;0.009473958052694798
86;0.009252783842384815
87;0.010064826346933842
88;0.010298234410583973
89;0.009366675280034542
90;0.009647243656218052
91;0.009322422556579113
92;0.009664350189268589
93;0.009098153561353683
94;0.009654602967202663
95;0.009392284788191319
96;0.009893078356981277
97;0.008699693717062473
98;0.009210982359945774
99;0.00965686421841383
100;0.00883217342197895
101;0.00897081196308136
102;0.010000641457736492
103;0.009095853194594383
104;0.008773391135036945
105;0.008543062955141068
106;0.009324594400823116
107;0.010208982042968273
108;0.009130526334047318
109;0.008460368029773235
110;0.008696232922375202
111;0.008345140144228935
112;0.009093857370316982
113;0.009603823535144329
114;0.008403297513723373
115;0.008860821835696697
116;0.00871631596237421
117;0.008648003451526165
118;0.008431619964540005
119;0.008539561182260513
120;0.008180162869393826
121;0.009144698269665241
122;0.008223716169595718
123;0.008936804719269276
124;0.008293637074530125
125;0.008933883160352707
126;0.008031814359128475
127;0.008159126155078411
128;0.008269689977169037
